investor_id,gap_days,status
INV004121,185.0,At Risk
INV004122,136.0,At Risk
INV004123,138.0,At Risk
INV004124,99.0,At Risk
INV004125,142.0,At Risk
INV004126,150.0,At Risk
INV004127,190.0,At Risk
INV004128,156.0,At Risk
INV004129,175.0,At Risk
INV004130,137.0,At Risk
INV004131,211.0,At Risk
INV004132,141.0,At Risk
INV004133,154.0,At Risk
INV004134,98.0,At Risk
INV004135,164.0,At Risk
INV004136,,Active
INV004137,36.0,At Risk
INV004138,143.0,At Risk
INV004139,304.0,At Risk
INV004140,130.0,At Risk
INV004141,,Active
INV004142,131.0,At Risk
INV004143,137.0,At Risk
INV004144,82.0,At Risk
INV004145,125.0,At Risk
INV004146,173.0,At Risk
INV004147,136.0,At Risk
INV004148,113.0,At Risk
INV004149,130.0,At Risk
INV004150,231.0,At Risk
INV004151,141.0,At Risk
INV004152,131.0,At Risk
INV004153,96.0,At Risk
INV004154,90.0,At Risk
INV004155,,Active
INV004156,,Active
INV004157,235.0,At Risk
INV004158,,Active
INV004159,188.0,At Risk
INV004160,212.0,At Risk
INV004161,260.0,At Risk
INV004162,300.0,At Risk
INV004163,114.0,At Risk
INV004164,155.0,At Risk
INV004165,201.0,At Risk
INV004166,104.0,At Risk
INV004167,61.0,At Risk
INV004168,54.0,At Risk
INV004169,141.0,At Risk
INV004170,,Active
INV004171,204.0,At Risk
INV004172,196.0,At Risk
INV004173,170.0,At Risk
INV004174,192.0,At Risk
INV004175,133.0,At Risk
INV004176,50.0,At Risk
INV004177,117.0,At Risk
INV004178,285.0,At Risk
INV004179,127.0,At Risk
INV004180,13.0,Active
INV004181,149.0,At Risk
INV004182,46.0,At Risk
INV004183,47.0,At Risk
INV004184,151.0,At Risk
INV004185,105.0,At Risk
INV004186,62.0,At Risk
INV004187,87.0,At Risk
INV004188,33.0,Active
INV004189,144.0,At Risk
INV004190,154.0,At Risk
INV004191,161.0,At Risk
INV004192,15.0,Active
INV004193,169.0,At Risk
INV004194,206.0,At Risk
INV004195,156.0,At Risk
INV004196,112.0,At Risk
INV004197,218.0,At Risk
INV004198,168.0,At Risk
INV004199,138.0,At Risk
INV004200,145.0,At Risk
INV004201,97.0,At Risk
INV004202,114.0,At Risk
INV004203,98.0,At Risk
INV004204,275.0,At Risk
INV004205,164.0,At Risk
INV004206,394.0,At Risk
INV004207,145.0,At Risk
INV004208,156.0,At Risk
INV004209,221.0,At Risk
INV004210,77.0,At Risk
INV004211,390.0,At Risk
INV004212,131.0,At Risk
INV004213,31.0,Active
INV004214,184.0,At Risk
INV004215,40.0,At Risk
INV004216,195.0,At Risk
INV004217,53.0,At Risk
INV004218,,Active
INV004219,,Active
INV004220,174.0,At Risk
INV004221,418.0,At Risk
INV004222,141.0,At Risk
INV004223,103.0,At Risk
INV004224,121.0,At Risk
INV004225,105.0,At Risk
INV004226,118.0,At Risk
INV004227,42.0,At Risk
INV004228,112.0,At Risk
INV004229,163.0,At Risk
INV004230,127.0,At Risk
INV004231,107.0,At Risk
INV004232,68.0,At Risk
INV004233,195.0,At Risk
INV004234,122.0,At Risk
INV004235,25.0,Active
INV004236,256.0,At Risk
INV004237,215.0,At Risk
INV004238,52.0,At Risk
INV004239,130.0,At Risk
INV004240,179.0,At Risk
INV004241,115.0,At Risk
INV004242,133.0,At Risk
INV004243,73.0,At Risk
INV004244,155.0,At Risk
INV004245,,Active
INV004246,127.0,At Risk
INV004247,142.0,At Risk
INV004248,184.0,At Risk
INV004249,191.0,At Risk
INV004250,139.0,At Risk
INV004251,,Active
INV004252,265.0,At Risk
INV004253,221.0,At Risk
INV004254,317.0,At Risk
INV004255,202.0,At Risk
INV004256,410.0,At Risk
INV004257,135.0,At Risk
INV004258,105.0,At Risk
INV004259,201.0,At Risk
INV004260,144.0,At Risk
INV004261,247.0,At Risk
INV004262,151.0,At Risk
INV004263,149.0,At Risk
INV004264,207.0,At Risk
INV004265,180.0,At Risk
INV004266,79.0,At Risk
INV004267,95.0,At Risk
INV004268,245.0,At Risk
INV004269,261.0,At Risk
INV004270,182.0,At Risk
INV004271,142.0,At Risk
INV004272,98.0,At Risk
INV004273,171.0,At Risk
INV004274,86.0,At Risk
INV004275,159.0,At Risk
INV004276,47.0,At Risk
INV004277,161.0,At Risk
INV004278,85.0,At Risk
INV004279,100.0,At Risk
INV004280,256.0,At Risk
INV004281,161.0,At Risk
INV004282,105.0,At Risk
INV004283,103.0,At Risk
INV004284,81.0,At Risk
INV004285,169.0,At Risk
INV004286,240.0,At Risk
INV004287,109.0,At Risk
INV004288,132.0,At Risk
INV004289,201.0,At Risk
INV004290,128.0,At Risk
INV004291,164.0,At Risk
INV004292,,Active
INV004293,142.0,At Risk
INV004294,119.0,At Risk
INV004295,103.0,At Risk
INV004296,151.0,At Risk
INV004297,149.0,At Risk
INV004298,155.0,At Risk
INV004299,175.0,At Risk
INV004300,62.0,At Risk
INV004301,212.0,At Risk
INV004302,169.0,At Risk
INV004303,105.0,At Risk
INV004304,134.0,At Risk
INV004305,140.0,At Risk
INV004306,118.0,At Risk
INV004307,139.0,At Risk
INV004308,244.0,At Risk
INV004309,,Active
INV004310,174.0,At Risk
INV004311,223.0,At Risk
INV004312,146.0,At Risk
INV004313,87.0,At Risk
INV004314,137.0,At Risk
INV004315,70.0,At Risk
INV004316,78.0,At Risk
INV004317,172.0,At Risk
INV004318,106.0,At Risk
INV004319,131.0,At Risk
INV004320,336.0,At Risk
INV004321,69.0,At Risk
INV004322,75.0,At Risk
INV004323,,Active
INV004324,93.0,At Risk
INV004325,22.0,Active
INV004326,78.0,At Risk
INV004327,,Active
INV004328,269.0,At Risk
INV004329,176.0,At Risk
INV004330,191.0,At Risk
INV004331,177.0,At Risk
INV004332,112.0,At Risk
INV004333,126.0,At Risk
INV004334,184.0,At Risk
INV004335,104.0,At Risk
INV004336,124.0,At Risk
INV004337,150.0,At Risk
INV004338,162.0,At Risk
INV004339,225.0,At Risk
INV004340,252.0,At Risk
INV004341,124.0,At Risk
INV004342,145.0,At Risk
INV004343,85.0,At Risk
INV004344,251.0,At Risk
INV004345,114.0,At Risk
INV004346,187.0,At Risk
INV004347,82.0,At Risk
INV004348,120.0,At Risk
INV004349,159.0,At Risk
INV004350,145.0,At Risk
INV004351,275.0,At Risk
INV004352,118.0,At Risk
INV004353,102.0,At Risk
INV004354,97.0,At Risk
INV004355,126.0,At Risk
INV004356,194.0,At Risk
INV004357,305.0,At Risk
INV004358,135.0,At Risk
INV004359,346.0,At Risk
INV004360,144.0,At Risk
INV004361,124.0,At Risk
INV004362,155.0,At Risk
INV004363,202.0,At Risk
INV004364,173.0,At Risk
INV004365,109.0,At Risk
INV004366,79.0,At Risk
INV004367,194.0,At Risk
INV004368,182.0,At Risk
INV004369,149.0,At Risk
INV004370,50.0,At Risk
INV004371,242.0,At Risk
INV004372,136.0,At Risk
INV004373,,Active
INV004374,128.0,At Risk
INV004375,166.0,At Risk
INV004376,145.0,At Risk
INV004377,166.0,At Risk
INV004378,212.0,At Risk
INV004379,110.0,At Risk
INV004380,212.0,At Risk
INV004381,142.0,At Risk
INV004382,261.0,At Risk
INV004383,,Active
INV004384,143.0,At Risk
INV004385,,Active
INV004386,73.0,At Risk
INV004387,160.0,At Risk
INV004388,163.0,At Risk
INV004389,33.0,Active
INV004390,319.0,At Risk
INV004391,96.0,At Risk
INV004392,99.0,At Risk
INV004393,164.0,At Risk
INV004394,192.0,At Risk
INV004395,113.0,At Risk
INV004396,,Active
INV004397,,Active
INV004398,177.0,At Risk
INV004399,145.0,At Risk
INV004400,97.0,At Risk
INV004401,125.0,At Risk
INV004402,201.0,At Risk
INV004403,150.0,At Risk
INV004404,160.0,At Risk
INV004405,,Active
INV004406,99.0,At Risk
INV004407,125.0,At Risk
INV004408,111.0,At Risk
INV004409,,Active
INV004410,113.0,At Risk
INV004411,111.0,At Risk
INV004412,158.0,At Risk
INV004413,113.0,At Risk
INV004414,176.0,At Risk
INV004415,250.0,At Risk
INV004416,,Active
INV004417,189.0,At Risk
INV004418,103.0,At Risk
INV004419,123.0,At Risk
INV004420,209.0,At Risk
INV004421,187.0,At Risk
INV004422,458.0,At Risk
INV004423,68.0,At Risk
INV004424,101.0,At Risk
INV004425,154.0,At Risk
INV004426,143.0,At Risk
INV004427,125.0,At Risk
INV004428,119.0,At Risk
INV004429,17.0,Active
INV004430,122.0,At Risk
INV004431,,Active
INV004432,184.0,At Risk
INV004433,69.0,At Risk
INV004434,92.0,At Risk
INV004435,241.0,At Risk
INV004436,108.0,At Risk
INV004437,103.0,At Risk
INV004438,89.0,At Risk
INV004439,122.0,At Risk
INV004440,295.0,At Risk
INV004441,199.0,At Risk
INV004442,157.0,At Risk
INV004443,111.0,At Risk
INV004444,28.0,Active
INV004445,249.0,At Risk
INV004446,122.0,At Risk
INV004447,66.0,At Risk
INV004448,164.0,At Risk
INV004449,194.0,At Risk
INV004450,100.0,At Risk
INV004451,137.0,At Risk
INV004452,134.0,At Risk
INV004453,98.0,At Risk
INV004454,101.0,At Risk
INV004455,105.0,At Risk
INV004456,162.0,At Risk
INV004457,188.0,At Risk
INV004458,87.0,At Risk
INV004459,92.0,At Risk
INV004460,93.0,At Risk
INV004461,52.0,At Risk
INV004462,341.0,At Risk
INV004463,211.0,At Risk
INV004464,142.0,At Risk
INV004465,109.0,At Risk
INV004466,166.0,At Risk
INV004467,235.0,At Risk
INV004468,128.0,At Risk
INV004469,174.0,At Risk
INV004470,,Active
INV004471,254.0,At Risk
INV004472,145.0,At Risk
INV004473,93.0,At Risk
INV004474,190.0,At Risk
INV004475,87.0,At Risk
INV004476,126.0,At Risk
INV004477,96.0,At Risk
INV004478,198.0,At Risk
INV004479,177.0,At Risk
INV004480,,Active
INV004481,66.0,At Risk
INV004482,225.0,At Risk
INV004483,345.0,At Risk
INV004484,134.0,At Risk
INV004485,130.0,At Risk
INV004486,190.0,At Risk
INV004487,46.0,At Risk
INV004488,295.0,At Risk
INV004489,188.0,At Risk
INV004490,130.0,At Risk
INV004491,189.0,At Risk
INV004492,128.0,At Risk
INV004493,116.0,At Risk
INV004494,376.0,At Risk
INV004495,159.0,At Risk
INV004496,138.0,At Risk
INV004497,131.0,At Risk
INV004498,136.0,At Risk
INV004499,,Active
INV004500,190.0,At Risk
INV004501,18.0,Active
INV004502,94.0,At Risk
INV004503,48.0,At Risk
INV004504,160.0,At Risk
INV004505,118.0,At Risk
INV004506,186.0,At Risk
INV004507,,Active
INV004508,181.0,At Risk
INV004509,175.0,At Risk
INV004510,264.0,At Risk
INV004511,215.0,At Risk
INV004512,,Active
INV004513,169.0,At Risk
INV004514,213.0,At Risk
INV004515,119.0,At Risk
INV004516,201.0,At Risk
INV004517,160.0,At Risk
INV004518,115.0,At Risk
INV004519,209.0,At Risk
INV004520,188.0,At Risk
INV004521,76.0,At Risk
INV004522,174.0,At Risk
INV004523,107.0,At Risk
INV004524,361.0,At Risk
INV004525,152.0,At Risk
INV004526,173.0,At Risk
INV004527,161.0,At Risk
INV004528,149.0,At Risk
INV004529,176.0,At Risk
INV004530,66.0,At Risk
INV004531,159.0,At Risk
INV004532,59.0,At Risk
INV004533,118.0,At Risk
INV004534,118.0,At Risk
INV004535,446.0,At Risk
INV004536,90.0,At Risk
INV004537,162.0,At Risk
INV004538,,Active
INV004539,88.0,At Risk
INV004540,77.0,At Risk
INV004541,,Active
INV004542,59.0,At Risk
INV004543,225.0,At Risk
INV004544,147.0,At Risk
INV004545,72.0,At Risk
INV004546,167.0,At Risk
INV004547,165.0,At Risk
INV004548,290.0,At Risk
INV004549,163.0,At Risk
INV004550,,Active
INV004551,108.0,At Risk
INV004552,306.0,At Risk
INV004553,120.0,At Risk
INV004554,113.0,At Risk
INV004555,151.0,At Risk
INV004556,278.0,At Risk
INV004557,172.0,At Risk
INV004558,258.0,At Risk
INV004559,278.0,At Risk
INV004560,72.0,At Risk
INV004561,360.0,At Risk
INV004562,137.0,At Risk
INV004563,211.0,At Risk
INV004564,356.0,At Risk
INV004565,198.0,At Risk
INV004566,114.0,At Risk
INV004567,309.0,At Risk
INV004568,133.0,At Risk
INV004569,159.0,At Risk
INV004570,186.0,At Risk
INV004571,,Active
INV004572,,Active
INV004573,104.0,At Risk
INV004574,87.0,At Risk
INV004575,204.0,At Risk
INV004576,132.0,At Risk
INV004577,,Active
INV004578,108.0,At Risk
INV004579,77.0,At Risk
INV004580,,Active
INV004581,119.0,At Risk
INV004582,156.0,At Risk
INV004583,148.0,At Risk
INV004584,85.0,At Risk
INV004585,181.0,At Risk
INV004586,71.0,At Risk
INV004587,179.0,At Risk
INV004588,222.0,At Risk
INV004589,140.0,At Risk
INV004590,204.0,At Risk
INV004591,163.0,At Risk
INV004592,115.0,At Risk
INV004593,125.0,At Risk
INV004594,122.0,At Risk
INV004595,136.0,At Risk
INV004596,111.0,At Risk
INV004597,,Active
INV004598,129.0,At Risk
INV004599,214.0,At Risk
INV004600,116.0,At Risk
INV004601,329.0,At Risk
INV004602,191.0,At Risk
INV004603,,Active
INV004604,197.0,At Risk
INV004605,105.0,At Risk
INV004606,84.0,At Risk
INV004607,164.0,At Risk
INV004608,96.0,At Risk
INV004609,172.0,At Risk
INV004610,231.0,At Risk
INV004611,134.0,At Risk
INV004612,169.0,At Risk
INV004613,,Active
INV004614,110.0,At Risk
INV004615,383.0,At Risk
INV004616,158.0,At Risk
INV004617,90.0,At Risk
INV004618,57.0,At Risk
INV004619,114.0,At Risk
INV004620,196.0,At Risk
INV004621,125.0,At Risk
INV004622,236.0,At Risk
INV004623,122.0,At Risk
INV004624,,Active
INV004625,114.0,At Risk
INV004626,294.0,At Risk
INV004627,141.0,At Risk
INV004628,,Active
INV004629,175.0,At Risk
INV004630,95.0,At Risk
INV004631,108.0,At Risk
INV004632,193.0,At Risk
INV004633,189.0,At Risk
INV004634,141.0,At Risk
INV004635,141.0,At Risk
INV004636,138.0,At Risk
INV004637,193.0,At Risk
INV004638,87.0,At Risk
INV004639,161.0,At Risk
INV004640,174.0,At Risk
INV004641,99.0,At Risk
INV004642,232.0,At Risk
INV004643,101.0,At Risk
INV004644,102.0,At Risk
INV004645,286.0,At Risk
INV004646,138.0,At Risk
INV004647,138.0,At Risk
INV004648,83.0,At Risk
INV004649,260.0,At Risk
INV004650,143.0,At Risk
INV004651,103.0,At Risk
INV004652,91.0,At Risk
INV004653,262.0,At Risk
INV004654,170.0,At Risk
INV004655,147.0,At Risk
INV004656,234.0,At Risk
INV004657,207.0,At Risk
INV004658,,Active
INV004659,81.0,At Risk
INV004660,232.0,At Risk
INV004661,181.0,At Risk
INV004662,184.0,At Risk
INV004663,5.0,Active
INV004664,182.0,At Risk
INV004665,137.0,At Risk
INV004666,116.0,At Risk
INV004667,155.0,At Risk
INV004668,214.0,At Risk
INV004669,148.0,At Risk
INV004670,,Active
INV004671,,Active
INV004672,91.0,At Risk
INV004673,127.0,At Risk
INV004674,255.0,At Risk
INV004675,,Active
INV004676,255.0,At Risk
INV004677,255.0,At Risk
INV004678,184.0,At Risk
INV004679,237.0,At Risk
INV004680,155.0,At Risk
INV004681,331.0,At Risk
INV004682,83.0,At Risk
INV004683,253.0,At Risk
INV004684,263.0,At Risk
INV004685,,Active
INV004686,97.0,At Risk
INV004687,94.0,At Risk
INV004688,181.0,At Risk
INV004689,89.0,At Risk
INV004690,,Active
INV004691,139.0,At Risk
INV004692,172.0,At Risk
INV004693,161.0,At Risk
INV004694,241.0,At Risk
INV004695,175.0,At Risk
INV004696,245.0,At Risk
INV004697,326.0,At Risk
INV004698,328.0,At Risk
INV004699,137.0,At Risk
INV004700,148.0,At Risk
INV004701,188.0,At Risk
INV004702,185.0,At Risk
INV004703,167.0,At Risk
INV004704,113.0,At Risk
INV004705,148.0,At Risk
INV004706,,Active
INV004707,,Active
INV004708,,Active
INV004709,164.0,At Risk
INV004710,,Active
INV004711,222.0,At Risk
INV004712,68.0,At Risk
INV004713,83.0,At Risk
INV004714,181.0,At Risk
INV004715,119.0,At Risk
INV004716,114.0,At Risk
INV004717,317.0,At Risk
INV004718,84.0,At Risk
INV004719,59.0,At Risk
INV004720,122.0,At Risk
INV004721,379.0,At Risk
INV004722,163.0,At Risk
INV004723,167.0,At Risk
INV004724,127.0,At Risk
INV004725,122.0,At Risk
INV004726,327.0,At Risk
INV004727,203.0,At Risk
INV004728,109.0,At Risk
INV004729,211.0,At Risk
INV004730,191.0,At Risk
INV004731,112.0,At Risk
INV004732,,Active
INV004733,141.0,At Risk
INV004734,185.0,At Risk
INV004735,285.0,At Risk
INV004736,203.0,At Risk
INV004737,113.0,At Risk
INV004738,104.0,At Risk
INV004739,162.0,At Risk
INV004740,262.0,At Risk
INV004741,157.0,At Risk
INV004742,138.0,At Risk
INV004743,413.0,At Risk
INV004744,123.0,At Risk
INV004745,137.0,At Risk
INV004746,458.0,At Risk
INV004747,151.0,At Risk
INV004748,123.0,At Risk
INV004749,330.0,At Risk
INV004750,217.0,At Risk
INV004751,163.0,At Risk
INV004752,164.0,At Risk
INV004753,84.0,At Risk
INV004754,133.0,At Risk
INV004755,172.0,At Risk
INV004756,94.0,At Risk
INV004757,,Active
INV004758,329.0,At Risk
INV004759,196.0,At Risk
INV004760,126.0,At Risk
INV004761,122.0,At Risk
INV004762,,Active
INV004763,177.0,At Risk
INV004764,94.0,At Risk
INV004765,224.0,At Risk
INV004766,,Active
INV004767,147.0,At Risk
INV004768,59.0,At Risk
INV004769,174.0,At Risk
INV004770,94.0,At Risk
INV004771,189.0,At Risk
INV004772,168.0,At Risk
INV004773,,Active
INV004774,147.0,At Risk
INV004775,220.0,At Risk
INV004776,145.0,At Risk
INV004777,265.0,At Risk
INV004778,155.0,At Risk
INV004779,359.0,At Risk
INV004780,85.0,At Risk
INV004781,140.0,At Risk
INV004782,,Active
INV004783,195.0,At Risk
INV004784,114.0,At Risk
INV004785,248.0,At Risk
INV004786,211.0,At Risk
INV004787,118.0,At Risk
INV004788,150.0,At Risk
INV004789,,Active
INV004790,96.0,At Risk
INV004791,316.0,At Risk
INV004792,193.0,At Risk
INV004793,285.0,At Risk
INV004794,197.0,At Risk
INV004795,99.0,At Risk
INV004796,68.0,At Risk
INV004797,173.0,At Risk
INV004798,106.0,At Risk
INV004799,123.0,At Risk
INV004800,110.0,At Risk
INV004801,287.0,At Risk
INV004802,184.0,At Risk
INV004803,209.0,At Risk
INV004804,137.0,At Risk
INV004805,69.0,At Risk
INV004806,93.0,At Risk
INV004807,206.0,At Risk
INV004808,162.0,At Risk
INV004809,94.0,At Risk
INV004810,167.0,At Risk
INV004811,165.0,At Risk
INV004812,169.0,At Risk
INV004813,190.0,At Risk
INV004814,192.0,At Risk
INV004815,376.0,At Risk
INV004816,130.0,At Risk
INV004817,187.0,At Risk
INV004818,137.0,At Risk
INV004819,97.0,At Risk
INV004820,107.0,At Risk
INV004821,77.0,At Risk
INV004822,127.0,At Risk
INV004823,107.0,At Risk
INV004824,190.0,At Risk
INV004825,141.0,At Risk
INV004826,121.0,At Risk
INV004827,179.0,At Risk
INV004828,109.0,At Risk
INV004829,155.0,At Risk
INV004830,222.0,At Risk
INV004831,177.0,At Risk
INV004832,231.0,At Risk
INV004833,140.0,At Risk
INV004834,106.0,At Risk
INV004835,179.0,At Risk
INV004836,168.0,At Risk
INV004837,145.0,At Risk
INV004838,,Active
INV004839,163.0,At Risk
INV004840,77.0,At Risk
INV004841,209.0,At Risk
INV004842,66.0,At Risk
INV004843,153.0,At Risk
INV004844,118.0,At Risk
INV004845,124.0,At Risk
INV004846,137.0,At Risk
INV004847,174.0,At Risk
INV004848,166.0,At Risk
INV004849,158.0,At Risk
INV004850,86.0,At Risk
INV004851,104.0,At Risk
INV004852,182.0,At Risk
INV004853,137.0,At Risk
INV004854,174.0,At Risk
INV004855,98.0,At Risk
INV004856,132.0,At Risk
INV004857,166.0,At Risk
INV004858,233.0,At Risk
INV004859,,Active
INV004860,129.0,At Risk
INV004861,261.0,At Risk
INV004862,273.0,At Risk
INV004863,194.0,At Risk
INV004864,114.0,At Risk
INV004865,130.0,At Risk
INV004866,86.0,At Risk
INV004867,181.0,At Risk
INV004868,213.0,At Risk
INV004869,38.0,At Risk
INV004870,62.0,At Risk
INV004871,170.0,At Risk
INV004872,233.0,At Risk
INV004873,,Active
INV004874,116.0,At Risk
INV004875,186.0,At Risk
INV004876,173.0,At Risk
INV004877,276.0,At Risk
INV004878,,Active
INV004879,,Active
INV004880,80.0,At Risk
INV004881,223.0,At Risk
INV004882,88.0,At Risk
INV004883,73.0,At Risk
INV004884,158.0,At Risk
INV004885,119.0,At Risk
INV004886,134.0,At Risk
INV004887,116.0,At Risk
INV004888,115.0,At Risk
INV004889,85.0,At Risk
INV004890,253.0,At Risk
INV004891,82.0,At Risk
INV004892,109.0,At Risk
INV004893,60.0,At Risk
INV004894,81.0,At Risk
INV004895,157.0,At Risk
INV004896,114.0,At Risk
INV004897,,Active
INV004898,321.0,At Risk
INV004899,124.0,At Risk
INV004900,81.0,At Risk
INV004901,96.0,At Risk
INV004902,305.0,At Risk
INV004903,173.0,At Risk
INV004904,155.0,At Risk
INV004905,295.0,At Risk
INV004906,266.0,At Risk
INV004907,218.0,At Risk
INV004908,162.0,At Risk
INV004909,,Active
INV004910,126.0,At Risk
INV004911,81.0,At Risk
INV004912,163.0,At Risk
INV004913,138.0,At Risk
INV004914,256.0,At Risk
INV004915,257.0,At Risk
INV004916,162.0,At Risk
INV004917,109.0,At Risk
INV004918,192.0,At Risk
INV004919,149.0,At Risk
INV004920,159.0,At Risk
INV004921,,Active
INV004922,129.0,At Risk
INV004923,163.0,At Risk
INV004924,116.0,At Risk
INV004925,102.0,At Risk
INV004926,100.0,At Risk
INV004927,213.0,At Risk
INV004928,21.0,Active
INV004929,331.0,At Risk
INV004930,207.0,At Risk
INV004931,213.0,At Risk
INV004932,150.0,At Risk
INV004933,132.0,At Risk
INV004934,122.0,At Risk
INV004935,125.0,At Risk
INV004936,,Active
INV004937,306.0,At Risk
INV004938,119.0,At Risk
INV004939,90.0,At Risk
INV004940,160.0,At Risk
INV004941,,Active
INV004942,42.0,At Risk
INV004943,269.0,At Risk
INV004944,159.0,At Risk
INV004945,208.0,At Risk
INV004946,244.0,At Risk
INV004947,122.0,At Risk
INV004948,175.0,At Risk
INV004949,57.0,At Risk
INV004950,169.0,At Risk
INV004951,159.0,At Risk
INV004952,178.0,At Risk
INV004953,131.0,At Risk
INV004954,188.0,At Risk
INV004955,123.0,At Risk
INV004956,155.0,At Risk
INV004957,137.0,At Risk
INV004958,96.0,At Risk
INV004959,88.0,At Risk
INV004960,54.0,At Risk
INV004961,240.0,At Risk
INV004962,163.0,At Risk
INV004963,108.0,At Risk
INV004964,175.0,At Risk
INV004965,168.0,At Risk
INV004966,91.0,At Risk
INV004967,111.0,At Risk
INV004968,42.0,At Risk
INV004969,149.0,At Risk
INV004970,165.0,At Risk
INV004971,177.0,At Risk
INV004972,241.0,At Risk
INV004973,90.0,At Risk
INV004974,100.0,At Risk
INV004975,,Active
INV004976,,Active
INV004977,161.0,At Risk
INV004978,120.0,At Risk
INV004979,199.0,At Risk
INV004980,143.0,At Risk
INV004981,115.0,At Risk
INV004982,117.0,At Risk
INV004983,128.0,At Risk
INV004984,129.0,At Risk
INV004985,220.0,At Risk
INV004986,185.0,At Risk
INV004987,188.0,At Risk
INV004988,427.0,At Risk
INV004989,149.0,At Risk
INV004990,105.0,At Risk
INV004991,105.0,At Risk
INV004992,170.0,At Risk
INV004993,176.0,At Risk
INV004994,143.0,At Risk
INV004995,122.0,At Risk
INV004996,104.0,At Risk
INV004997,248.0,At Risk
INV004998,177.0,At Risk
INV004999,128.0,At Risk
INV005000,,Active
